sale,instrspending,discount,tvspending,stockrate,price,radio,onlineadsspending,revenue,location,cuisine,name,month,year,month_num,rating,service_quality_score
310479,34.8,0.3,187.71,0.42,4.18,838,2445.11,4.18,Main Location,General,Main Location - General,1960-10-01,1960,10,4.5,8.5
114024,31.74,0.24,96.61,0.69,23.25,865,2098.63,23.25,Main Location,General,Main Location - General,1960-11-01,1960,11,4.5,8.5
140171,10.78,0.17,38.19,0.16,5.87,1484,2995.72,5.87,Main Location,General,Main Location - General,1960-12-01,1960,12,4.5,8.5
155919,4.41,0.08,179.58,0.54,12.38,1998,540.35,12.38,Main Location,General,Main Location - General,1961-01-01,1961,1,4.5,8.5
126932,1.15,0.29,132.7,0.19,11.52,1089,2453.92,11.52,Main Location,General,Main Location - General,1961-02-01,1961,2,4.5,8.5
184412,43.77,0.43,174.14,0.77,24.57,2164,1106.01,24.57,Main Location,General,Main Location - General,1961-03-01,1961,3,4.5,8.5
137290,2.89,0.1,141.03,0.4,11.25,1733,1639.23,11.25,Main Location,General,Main Location - General,1961-04-01,1961,4,4.5,8.5
154552,53.88,0.24,77.12,0.9,24.32,757,669.78,24.32,Main Location,General,Main Location - General,1961-05-01,1961,5,4.5,8.5
278912,41.71,0.04,90.8,0.39,2.28,1061,311.61,2.28,Main Location,General,Main Location - General,1961-06-01,1961,6,4.5,8.5
183431,40.81,0.18,151.74,0.9,21.11,2911,1747.99,21.11,Main Location,General,Main Location - General,1961-07-01,1961,7,4.5,8.5
147369,37.91,0.09,31.9,0.44,15.36,138,2764.13,15.36,Main Location,General,Main Location - General,1961-08-01,1961,8,4.5,8.5
366558,48.18,0.0,193.55,0.57,1.69,1992,163.92,1.69,Main Location,General,Main Location - General,1961-09-01,1961,9,4.5,8.5
61410,5.49,0.22,147.74,0.92,24.11,69,3127.8,24.11,Main Location,General,Main Location - General,1961-10-01,1961,10,4.5,8.5
273008,44.21,0.16,168.02,0.24,11.9,1755,57.86,11.9,Main Location,General,Main Location - General,1961-11-01,1961,11,4.5,8.5
166722,32.15,0.34,174.13,0.5,22.42,907,1683.03,22.42,Main Location,General,Main Location - General,1961-12-01,1961,12,4.5,8.5
187806,20.51,0.11,57.84,0.67,3.4,861,23.88,3.4,Main Location,General,Main Location - General,1962-01-01,1962,1,4.5,8.5
147678,36.21,0.27,44.54,0.44,15.77,847,325.91,15.77,Main Location,General,Main Location - General,1962-02-01,1962,2,4.5,8.5
5483,4.35,0.32,13.81,0.44,22.22,615,1083.22,22.22,Main Location,General,Main Location - General,1962-03-01,1962,3,4.5,8.5
169798,29.32,0.37,135.39,0.11,18.19,2745,1554.83,18.19,Main Location,General,Main Location - General,1962-04-01,1962,4,4.5,8.5
221390,33.32,0.13,124.09,0.28,10.68,428,2617.03,10.68,Main Location,General,Main Location - General,1962-05-01,1962,5,4.5,8.5
261429,43.41,0.08,161.02,0.27,12.52,2330,3155.77,12.52,Main Location,General,Main Location - General,1962-06-01,1962,6,4.5,8.5
219260,14.21,0.35,164.48,0.29,6.39,1545,1741.2,6.39,Main Location,General,Main Location - General,1962-07-01,1962,7,4.5,8.5
197033,5.35,0.02,152.12,0.71,3.59,2022,618.69,3.59,Main Location,General,Main Location - General,1962-08-01,1962,8,4.5,8.5
16825,14.16,0.19,64.61,0.19,29.72,2964,976.32,29.72,Main Location,General,Main Location - General,1962-09-01,1962,9,4.5,8.5
177071,25.69,0.12,25.2,0.67,3.84,2558,2042.32,3.84,Main Location,General,Main Location - General,1962-10-01,1962,10,4.5,8.5
129934,5.73,0.14,133.44,0.22,13.12,102,2304.36,13.12,Main Location,General,Main Location - General,1962-11-01,1962,11,4.5,8.5
355017,53.65,0.07,132.33,0.27,1.23,2205,2645.98,1.23,Main Location,General,Main Location - General,1962-12-01,1962,12,4.5,8.5
105098,41.78,0.17,55.26,0.99,24.25,2825,602.57,24.25,Main Location,General,Main Location - General,1963-01-01,1963,1,4.5,8.5
256235,58.54,0.42,25.1,0.25,7.74,868,768.78,7.74,Main Location,General,Main Location - General,1963-02-01,1963,2,4.5,8.5
85286,36.38,0.25,13.23,0.54,23.08,472,2656.65,23.08,Main Location,General,Main Location - General,1963-03-01,1963,3,4.5,8.5
297762,53.53,0.4,68.79,0.23,3.82,1075,1024.96,3.82,Main Location,General,Main Location - General,1963-04-01,1963,4,4.5,8.5
52647,21.61,0.03,34.14,0.85,22.36,1439,778.0,22.36,Main Location,General,Main Location - General,1963-05-01,1963,5,4.5,8.5
194690,32.4,0.42,37.13,1.0,5.23,942,460.4,5.23,Main Location,General,Main Location - General,1963-06-01,1963,6,4.5,8.5
177533,10.19,0.22,177.62,0.65,11.16,2084,1474.15,11.16,Main Location,General,Main Location - General,1963-07-01,1963,7,4.5,8.5
165427,11.11,0.13,134.54,0.57,11.24,1094,1581.99,11.24,Main Location,General,Main Location - General,1963-08-01,1963,8,4.5,8.5
63009,20.37,0.06,73.91,0.83,23.86,181,2632.5,23.86,Main Location,General,Main Location - General,1963-09-01,1963,9,4.5,8.5
203825,0.38,0.34,152.89,0.31,1.22,2953,1619.34,1.22,Main Location,General,Main Location - General,1963-10-01,1963,10,4.5,8.5
87100,3.89,0.2,24.08,0.92,7.74,1365,2782.53,7.74,Main Location,General,Main Location - General,1963-11-01,1963,11,4.5,8.5
142538,31.1,0.5,196.11,0.33,28.42,86,2105.44,28.42,Main Location,General,Main Location - General,1963-12-01,1963,12,4.5,8.5
104670,15.28,0.22,131.41,0.24,21.6,1397,1111.32,21.6,Main Location,General,Main Location - General,1964-01-01,1964,1,4.5,8.5
151747,58.19,0.35,7.8,0.1,22.52,2575,764.3,22.52,Main Location,General,Main Location - General,1964-02-01,1964,2,4.5,8.5
202653,9.23,0.49,122.66,0.58,2.31,1074,848.55,2.31,Main Location,General,Main Location - General,1964-03-01,1964,3,4.5,8.5
208428,38.17,0.14,10.12,0.19,4.99,1081,1439.37,4.99,Main Location,General,Main Location - General,1964-04-01,1964,4,4.5,8.5
99898,16.93,0.44,32.27,0.6,13.38,959,2097.4,13.38,Main Location,General,Main Location - General,1964-05-01,1964,5,4.5,8.5
148797,13.98,0.03,84.55,0.33,9.35,2827,312.35,9.35,Main Location,General,Main Location - General,1964-06-01,1964,6,4.5,8.5
123394,20.98,0.26,51.93,0.82,12.72,1882,1572.26,12.72,Main Location,General,Main Location - General,1964-07-01,1964,7,4.5,8.5
311136,34.92,0.22,179.13,0.4,2.92,662,1315.61,2.92,Main Location,General,Main Location - General,1964-08-01,1964,8,4.5,8.5
61962,37.57,0.26,34.34,0.93,27.85,899,2485.83,27.85,Main Location,General,Main Location - General,1964-09-01,1964,9,4.5,8.5
102664,0.3,0.06,112.68,0.24,13.25,880,262.2,13.25,Main Location,General,Main Location - General,1964-10-01,1964,10,4.5,8.5
243261,11.75,0.31,170.51,0.55,1.36,422,498.72,1.36,Main Location,General,Main Location - General,1964-11-01,1964,11,4.5,8.5
99663,2.74,0.06,70.88,0.62,10.17,56,826.56,10.17,Main Location,General,Main Location - General,1964-12-01,1964,12,4.5,8.5
96528,8.01,0.27,163.46,0.55,21.85,1391,2421.73,21.85,Main Location,General,Main Location - General,1965-01-01,1965,1,4.5,8.5
101212,9.14,0.38,8.01,0.66,7.27,2374,2072.7,7.27,Main Location,General,Main Location - General,1965-02-01,1965,2,4.5,8.5
120277,8.23,0.32,176.92,0.8,18.73,2463,2308.64,18.73,Main Location,General,Main Location - General,1965-03-01,1965,3,4.5,8.5
127393,22.4,0.1,121.37,0.69,18.6,1520,174.43,18.6,Main Location,General,Main Location - General,1965-04-01,1965,4,4.5,8.5
110699,37.09,0.13,90.26,0.16,26.7,283,3030.89,26.7,Main Location,General,Main Location - General,1965-05-01,1965,5,4.5,8.5
199366,2.49,0.38,152.46,0.6,2.74,2738,2898.92,2.74,Main Location,General,Main Location - General,1965-06-01,1965,6,4.5,8.5
121057,52.85,0.17,12.8,0.85,22.85,2276,1933.77,22.85,Main Location,General,Main Location - General,1965-07-01,1965,7,4.5,8.5
107868,50.95,0.39,2.43,0.41,25.99,815,469.17,25.99,Main Location,General,Main Location - General,1965-08-01,1965,8,4.5,8.5
214058,51.73,0.48,12.51,0.7,9.54,1041,2611.06,9.54,Main Location,General,Main Location - General,1965-09-01,1965,9,4.5,8.5
194902,46.79,0.14,132.84,0.58,20.73,524,27.58,20.73,Main Location,General,Main Location - General,1965-10-01,1965,10,4.5,8.5
200610,54.0,0.25,91.92,1.0,18.61,2156,2943.34,18.61,Main Location,General,Main Location - General,1965-11-01,1965,11,4.5,8.5
299259,26.37,0.39,189.43,0.42,1.9,65,2011.21,1.9,Main Location,General,Main Location - General,1965-12-01,1965,12,4.5,8.5
37010,1.87,0.43,11.55,0.91,14.78,1385,1655.27,14.78,Main Location,General,Main Location - General,1966-01-01,1966,1,4.5,8.5
122626,24.59,0.17,78.58,0.2,18.09,1908,1582.71,18.09,Main Location,General,Main Location - General,1966-02-01,1966,2,4.5,8.5
94807,19.48,0.48,59.99,0.99,17.1,2689,3100.21,17.1,Main Location,General,Main Location - General,1966-03-01,1966,3,4.5,8.5
310528,37.48,0.0,164.14,0.89,1.64,2201,2497.51,1.64,Main Location,General,Main Location - General,1966-04-01,1966,4,4.5,8.5
49246,2.12,0.21,50.23,0.31,17.49,455,2141.29,17.49,Main Location,General,Main Location - General,1966-05-01,1966,5,4.5,8.5
50439,12.03,0.26,138.41,1.0,28.08,1510,678.66,28.08,Main Location,General,Main Location - General,1966-06-01,1966,6,4.5,8.5
313444,58.87,0.03,52.05,0.99,0.5,176,2725.06,0.5,Main Location,General,Main Location - General,1966-07-01,1966,7,4.5,8.5
305355,54.74,0.01,159.25,0.06,11.65,1191,406.75,11.65,Main Location,General,Main Location - General,1966-08-01,1966,8,4.5,8.5
128926,13.8,0.02,121.55,0.56,15.08,1201,2273.35,15.08,Main Location,General,Main Location - General,1966-09-01,1966,9,4.5,8.5
248667,58.26,0.03,66.49,0.83,10.99,1177,2928.93,10.99,Main Location,General,Main Location - General,1966-10-01,1966,10,4.5,8.5
352197,41.54,0.22,181.22,0.36,1.74,2404,2917.71,1.74,Main Location,General,Main Location - General,1966-11-01,1966,11,4.5,8.5
215891,33.94,0.16,107.67,0.83,9.03,231,556.68,9.03,Main Location,General,Main Location - General,1966-12-01,1966,12,4.5,8.5
196353,43.32,0.33,79.03,0.92,13.08,1471,376.01,13.08,Main Location,General,Main Location - General,1967-01-01,1967,1,4.5,8.5
258744,40.01,0.14,88.46,0.92,3.03,2526,863.18,3.03,Main Location,General,Main Location - General,1967-02-01,1967,2,4.5,8.5
267387,52.29,0.22,101.13,0.19,10.48,2159,2774.44,10.48,Main Location,General,Main Location - General,1967-03-01,1967,3,4.5,8.5
206466,36.21,0.26,131.81,0.74,13.91,2556,1686.42,13.91,Main Location,General,Main Location - General,1967-04-01,1967,4,4.5,8.5
207978,45.74,0.4,107.19,0.36,16.62,638,435.38,16.62,Main Location,General,Main Location - General,1967-05-01,1967,5,4.5,8.5
292916,58.63,0.2,91.03,0.13,8.57,1080,1559.6,8.57,Main Location,General,Main Location - General,1967-06-01,1967,6,4.5,8.5
78143,11.28,0.14,166.59,0.3,26.89,437,1185.57,26.89,Main Location,General,Main Location - General,1967-07-01,1967,7,4.5,8.5
107761,18.19,0.18,79.57,0.72,16.11,1101,1721.9,16.11,Main Location,General,Main Location - General,1967-08-01,1967,8,4.5,8.5
233621,43.06,0.36,39.28,0.73,4.56,2440,1120.02,4.56,Main Location,General,Main Location - General,1967-09-01,1967,9,4.5,8.5
286282,38.31,0.23,178.17,0.73,7.32,1420,1430.0,7.32,Main Location,General,Main Location - General,1967-10-01,1967,10,4.5,8.5
103188,6.98,0.37,4.99,0.67,5.6,1075,2271.16,5.6,Main Location,General,Main Location - General,1967-11-01,1967,11,4.5,8.5
103013,13.9,0.19,50.62,0.04,14.17,2283,2026.17,14.17,Main Location,General,Main Location - General,1967-12-01,1967,12,4.5,8.5
72042,49.04,0.35,1.67,0.88,28.88,2051,231.08,28.88,Main Location,General,Main Location - General,1968-01-01,1968,1,4.5,8.5
82517,12.91,0.34,181.84,0.44,28.19,2488,2821.23,28.19,Main Location,General,Main Location - General,1968-02-01,1968,2,4.5,8.5
267703,57.78,0.04,172.93,0.4,18.54,640,2010.26,18.54,Main Location,General,Main Location - General,1968-03-01,1968,3,4.5,8.5
217186,8.38,0.48,141.48,0.07,2.52,2867,2247.68,2.52,Main Location,General,Main Location - General,1968-04-01,1968,4,4.5,8.5
97194,3.68,0.26,143.21,0.46,17.87,1130,2400.51,17.87,Main Location,General,Main Location - General,1968-05-01,1968,5,4.5,8.5
8549,5.63,0.27,105.54,0.83,29.6,445,12.54,29.6,Main Location,General,Main Location - General,1968-06-01,1968,6,4.5,8.5
153664,26.75,0.43,149.67,0.54,19.91,1131,2562.62,19.91,Main Location,General,Main Location - General,1968-07-01,1968,7,4.5,8.5
151333,27.69,0.49,2.16,0.56,7.55,831,857.75,7.55,Main Location,General,Main Location - General,1968-08-01,1968,8,4.5,8.5
125102,32.51,0.12,159.34,0.81,28.52,479,2927.47,28.52,Main Location,General,Main Location - General,1968-09-01,1968,9,4.5,8.5
65392,25.92,0.38,6.53,0.95,19.91,2650,2536.13,19.91,Main Location,General,Main Location - General,1968-10-01,1968,10,4.5,8.5
83589,3.74,0.15,185.73,0.0,25.25,1548,1053.04,25.25,Main Location,General,Main Location - General,1968-11-01,1968,11,4.5,8.5
260449,24.76,0.15,161.09,0.34,4.2,2078,1707.14,4.2,Main Location,General,Main Location - General,1968-12-01,1968,12,4.5,8.5
138225,5.58,0.45,5.15,0.26,0.67,1820,413.01,0.67,Main Location,General,Main Location - General,1969-01-01,1969,1,4.5,8.5
288275,45.16,0.12,129.86,0.01,7.26,2734,2837.11,7.26,Main Location,General,Main Location - General,1969-02-01,1969,2,4.5,8.5
194818,23.96,0.48,184.15,0.33,15.98,1219,1847.0,15.98,Main Location,General,Main Location - General,1969-03-01,1969,3,4.5,8.5
76885,16.14,0.39,40.86,0.12,18.45,2682,749.84,18.45,Main Location,General,Main Location - General,1969-04-01,1969,4,4.5,8.5
190049,59.48,0.4,35.1,0.21,19.23,2760,210.0,19.23,Main Location,General,Main Location - General,1969-05-01,1969,5,4.5,8.5
229244,25.27,0.43,83.93,0.63,1.41,282,273.29,1.41,Main Location,General,Main Location - General,1969-06-01,1969,6,4.5,8.5
190964,40.36,0.38,42.33,0.22,11.23,2268,3198.27,11.23,Main Location,General,Main Location - General,1969-07-01,1969,7,4.5,8.5
78242,21.21,0.4,61.29,0.72,21.12,2688,303.52,21.12,Main Location,General,Main Location - General,1969-08-01,1969,8,4.5,8.5
214545,48.71,0.2,91.82,0.55,14.95,1893,745.29,14.95,Main Location,General,Main Location - General,1969-09-01,1969,9,4.5,8.5
201878,54.93,0.01,13.67,0.3,12.96,1032,935.2,12.96,Main Location,General,Main Location - General,1969-10-01,1969,10,4.5,8.5
210985,20.22,0.45,180.19,0.95,10.22,402,112.51,10.22,Main Location,General,Main Location - General,1969-11-01,1969,11,4.5,8.5
225967,59.08,0.22,21.17,0.31,12.02,229,275.57,12.02,Main Location,General,Main Location - General,1969-12-01,1969,12,4.5,8.5
191353,58.55,0.41,156.39,0.81,28.65,1533,3079.48,28.65,Main Location,General,Main Location - General,1970-01-01,1970,1,4.5,8.5
110777,41.7,0.05,50.65,0.65,24.28,2347,510.93,24.28,Main Location,General,Main Location - General,1970-02-01,1970,2,4.5,8.5
182498,10.49,0.27,165.37,0.37,9.71,813,1082.78,9.71,Main Location,General,Main Location - General,1970-03-01,1970,3,4.5,8.5
207760,31.06,0.14,15.14,0.6,1.08,1868,2904.84,1.08,Main Location,General,Main Location - General,1970-04-01,1970,4,4.5,8.5
310338,43.98,0.44,164.89,0.08,6.15,2794,2944.12,6.15,Main Location,General,Main Location - General,1970-05-01,1970,5,4.5,8.5
90600,15.41,0.14,29.46,0.43,14.06,2243,827.38,14.06,Main Location,General,Main Location - General,1970-06-01,1970,6,4.5,8.5
40835,9.53,0.4,42.23,0.57,20.84,748,788.31,20.84,Main Location,General,Main Location - General,1970-07-01,1970,7,4.5,8.5
105004,17.57,0.01,44.25,0.5,13.57,1015,167.47,13.57,Main Location,General,Main Location - General,1970-08-01,1970,8,4.5,8.5
179119,1.99,0.24,180.35,0.35,8.6,1388,2641.71,8.6,Main Location,General,Main Location - General,1970-09-01,1970,9,4.5,8.5
121121,49.48,0.41,74.22,0.34,28.87,737,1426.84,28.87,Main Location,General,Main Location - General,1970-10-01,1970,10,4.5,8.5
199495,4.9,0.21,160.9,0.41,4.69,1443,478.02,4.69,Main Location,General,Main Location - General,1970-11-01,1970,11,4.5,8.5
307291,43.59,0.41,125.96,0.03,2.98,258,1344.8,2.98,Main Location,General,Main Location - General,1970-12-01,1970,12,4.5,8.5
229134,27.11,0.46,172.44,0.86,10.45,2901,1484.19,10.45,Main Location,General,Main Location - General,1971-01-01,1971,1,4.5,8.5
243574,20.87,0.27,184.15,0.13,7.55,2104,2267.47,7.55,Main Location,General,Main Location - General,1971-02-01,1971,2,4.5,8.5
258589,57.95,0.26,122.29,0.25,15.98,1872,1696.17,15.98,Main Location,General,Main Location - General,1971-03-01,1971,3,4.5,8.5
115744,47.93,0.47,57.49,0.56,26.84,1108,2166.8,26.84,Main Location,General,Main Location - General,1971-04-01,1971,4,4.5,8.5
250698,41.13,0.44,67.44,0.16,5.08,1008,2344.36,5.08,Main Location,General,Main Location - General,1971-05-01,1971,5,4.5,8.5
94206,27.13,0.02,46.4,0.34,20.18,1545,2798.07,20.18,Main Location,General,Main Location - General,1971-06-01,1971,6,4.5,8.5
314584,53.16,0.43,147.58,0.41,7.76,962,2058.97,7.76,Main Location,General,Main Location - General,1971-07-01,1971,7,4.5,8.5
205466,2.17,0.1,153.89,0.05,2.61,2603,2294.98,2.61,Main Location,General,Main Location - General,1971-08-01,1971,8,4.5,8.5
157453,25.53,0.33,143.28,0.35,18.48,2341,2799.25,18.48,Main Location,General,Main Location - General,1971-09-01,1971,9,4.5,8.5
209804,34.02,0.11,3.83,0.91,0.36,1216,1728.7,0.36,Main Location,General,Main Location - General,1971-10-01,1971,10,4.5,8.5
139837,40.06,0.43,160.56,0.48,29.79,551,2378.73,29.79,Main Location,General,Main Location - General,1971-11-01,1971,11,4.5,8.5
174375,30.94,0.41,198.14,0.55,22.85,68,2954.52,22.85,Main Location,General,Main Location - General,1971-12-01,1971,12,4.5,8.5
336375,45.66,0.43,140.43,0.41,0.46,2624,2296.2,0.46,Main Location,General,Main Location - General,1972-01-01,1972,1,4.5,8.5
160088,6.42,0.32,176.34,0.81,11.6,1624,63.91,11.6,Main Location,General,Main Location - General,1972-02-01,1972,2,4.5,8.5
179260,22.92,0.18,95.47,0.2,10.06,2607,643.76,10.06,Main Location,General,Main Location - General,1972-03-01,1972,3,4.5,8.5
130072,20.07,0.47,117.67,0.96,16.99,1148,2748.74,16.99,Main Location,General,Main Location - General,1972-04-01,1972,4,4.5,8.5
231910,17.85,0.3,111.41,0.36,0.81,2004,3056.56,0.81,Main Location,General,Main Location - General,1972-05-01,1972,5,4.5,8.5
59277,10.08,0.45,107.6,0.67,23.51,1903,1079.93,23.51,Main Location,General,Main Location - General,1972-06-01,1972,6,4.5,8.5
236070,27.28,0.3,116.19,0.68,4.29,1168,1204.03,4.29,Main Location,General,Main Location - General,1972-07-01,1972,7,4.5,8.5
19264,9.57,0.36,13.29,0.94,21.44,1332,2791.66,21.44,Main Location,General,Main Location - General,1972-08-01,1972,8,4.5,8.5
146571,59.69,0.4,51.74,0.3,27.23,2603,2910.61,27.23,Main Location,General,Main Location - General,1972-09-01,1972,9,4.5,8.5
171855,33.31,0.08,146.3,0.39,20.04,207,2261.77,20.04,Main Location,General,Main Location - General,1972-10-01,1972,10,4.5,8.5
219391,27.02,0.19,125.47,0.51,7.57,2497,1157.66,7.57,Main Location,General,Main Location - General,1972-11-01,1972,11,4.5,8.5
164960,3.51,0.13,151.46,0.34,8.22,372,1300.37,8.22,Main Location,General,Main Location - General,1972-12-01,1972,12,4.5,8.5
142774,25.57,0.48,100.3,0.93,15.69,258,637.3,15.69,Main Location,General,Main Location - General,1973-01-01,1973,1,4.5,8.5
30270,10.02,0.33,3.08,0.61,19.13,1777,857.59,19.13,Main Location,General,Main Location - General,1973-02-01,1973,2,4.5,8.5
114085,18.97,0.08,152.87,0.1,23.75,1467,2312.59,23.75,Main Location,General,Main Location - General,1973-03-01,1973,3,4.5,8.5
162156,35.67,0.25,72.28,0.78,14.78,1789,3119.23,14.78,Main Location,General,Main Location - General,1973-04-01,1973,4,4.5,8.5
36176,8.12,0.2,10.26,0.65,17.71,2542,421.47,17.71,Main Location,General,Main Location - General,1973-05-01,1973,5,4.5,8.5
15551,0.73,0.1,113.59,0.63,27.67,1860,1895.98,27.67,Main Location,General,Main Location - General,1973-06-01,1973,6,4.5,8.5
299105,39.56,0.43,160.2,0.42,5.45,1614,177.15,5.45,Main Location,General,Main Location - General,1973-07-01,1973,7,4.5,8.5
243359,26.63,0.42,199.13,0.4,11.12,1401,2567.28,11.12,Main Location,General,Main Location - General,1973-08-01,1973,8,4.5,8.5
208125,1.82,0.29,188.34,0.87,3.34,1847,327.46,3.34,Main Location,General,Main Location - General,1973-09-01,1973,9,4.5,8.5
146499,25.05,0.23,40.53,0.63,9.93,459,559.3,9.93,Main Location,General,Main Location - General,1973-10-01,1973,10,4.5,8.5
121134,39.07,0.44,31.24,0.52,19.48,2679,346.88,19.48,Main Location,General,Main Location - General,1973-11-01,1973,11,4.5,8.5
125676,41.27,0.44,71.38,0.13,24.52,2880,745.66,24.52,Main Location,General,Main Location - General,1973-12-01,1973,12,4.5,8.5
283817,38.46,0.01,154.55,0.94,5.13,1191,1503.37,5.13,Main Location,General,Main Location - General,1974-01-01,1974,1,4.5,8.5
200798,18.44,0.48,151.86,0.91,8.2,2332,1287.23,8.2,Main Location,General,Main Location - General,1974-02-01,1974,2,4.5,8.5
250838,38.45,0.06,147.81,0.79,9.67,1371,2376.44,9.67,Main Location,General,Main Location - General,1974-03-01,1974,3,4.5,8.5
223061,50.39,0.17,5.73,0.29,7.36,2970,2863.19,7.36,Main Location,General,Main Location - General,1974-04-01,1974,4,4.5,8.5
96264,29.29,0.22,57.59,0.25,22.32,1093,1904.89,22.32,Main Location,General,Main Location - General,1974-05-01,1974,5,4.5,8.5
110749,20.77,0.13,150.15,0.27,24.51,2371,1490.32,24.51,Main Location,General,Main Location - General,1974-06-01,1974,6,4.5,8.5
219589,28.04,0.25,136.02,0.06,9.76,751,809.08,9.76,Main Location,General,Main Location - General,1974-07-01,1974,7,4.5,8.5
46438,5.09,0.3,131.74,0.32,26.16,2397,1654.82,26.16,Main Location,General,Main Location - General,1974-08-01,1974,8,4.5,8.5
137079,56.03,0.19,2.88,0.18,22.57,1381,1128.09,22.57,Main Location,General,Main Location - General,1974-09-01,1974,9,4.5,8.5
210989,54.11,0.42,65.36,0.19,16.28,478,3036.13,16.28,Main Location,General,Main Location - General,1974-10-01,1974,10,4.5,8.5
240951,49.55,0.33,88.78,0.51,11.03,881,461.8,11.03,Main Location,General,Main Location - General,1974-11-01,1974,11,4.5,8.5
169680,29.79,0.25,90.01,0.6,13.04,2810,486.34,13.04,Main Location,General,Main Location - General,1974-12-01,1974,12,4.5,8.5
387063,48.34,0.11,199.53,0.14,0.33,579,2269.75,0.33,Main Location,General,Main Location - General,1975-01-01,1975,1,4.5,8.5
98047,45.93,0.09,16.7,0.98,23.98,627,2584.65,23.98,Main Location,General,Main Location - General,1975-02-01,1975,2,4.5,8.5
197392,33.05,0.33,121.35,0.68,12.81,755,1095.12,12.81,Main Location,General,Main Location - General,1975-03-01,1975,3,4.5,8.5
148897,12.72,0.48,124.8,0.56,12.1,1388,2061.48,12.1,Main Location,General,Main Location - General,1975-04-01,1975,4,4.5,8.5
69181,13.43,0.09,142.81,0.07,27.89,1586,2930.61,27.89,Main Location,General,Main Location - General,1975-05-01,1975,5,4.5,8.5
314438,39.53,0.38,166.57,0.27,4.68,2666,1601.98,4.68,Main Location,General,Main Location - General,1975-06-01,1975,6,4.5,8.5
203010,32.37,0.43,35.87,0.87,3.66,2569,1353.42,3.66,Main Location,General,Main Location - General,1975-07-01,1975,7,4.5,8.5
198736,29.22,0.21,77.46,0.01,8.4,2667,1611.9,8.4,Main Location,General,Main Location - General,1975-08-01,1975,8,4.5,8.5
217594,26.36,0.46,95.12,0.35,5.34,1134,598.1,5.34,Main Location,General,Main Location - General,1975-09-01,1975,9,4.5,8.5
184906,57.39,0.4,59.27,0.12,21.22,1115,1543.98,21.22,Main Location,General,Main Location - General,1975-10-01,1975,10,4.5,8.5
33873,7.73,0.31,4.38,0.09,18.97,1781,299.39,18.97,Main Location,General,Main Location - General,1975-11-01,1975,11,4.5,8.5
183139,42.85,0.04,74.51,0.48,15.49,1796,2983.25,15.49,Main Location,General,Main Location - General,1975-12-01,1975,12,4.5,8.5
146204,2.2,0.2,199.78,0.25,15.16,2867,826.33,15.16,Main Location,General,Main Location - General,1976-01-01,1976,1,4.5,8.5
64612,12.06,0.04,0.13,0.33,13.88,2427,1175.49,13.88,Main Location,General,Main Location - General,1976-02-01,1976,2,4.5,8.5
197909,17.84,0.28,86.55,0.24,4.18,1989,1806.7,4.18,Main Location,General,Main Location - General,1976-03-01,1976,3,4.5,8.5
36679,11.85,0.13,112.44,0.14,29.91,2658,1169.17,29.91,Main Location,General,Main Location - General,1976-04-01,1976,4,4.5,8.5
253951,57.91,0.45,123.91,0.39,16.49,2651,1577.7,16.49,Main Location,General,Main Location - General,1976-05-01,1976,5,4.5,8.5
341853,44.25,0.45,187.66,0.07,4.58,2228,1992.24,4.58,Main Location,General,Main Location - General,1976-06-01,1976,6,4.5,8.5
245231,33.58,0.24,170.99,0.21,11.27,196,2469.88,11.27,Main Location,General,Main Location - General,1976-07-01,1976,7,4.5,8.5
161398,14.02,0.35,185.42,0.96,15.1,815,1447.09,15.1,Main Location,General,Main Location - General,1976-08-01,1976,8,4.5,8.5
259226,36.9,0.32,161.14,0.38,10.0,348,31.9,10.0,Main Location,General,Main Location - General,1976-09-01,1976,9,4.5,8.5
264033,38.23,0.4,165.31,0.29,10.37,2697,2596.69,10.37,Main Location,General,Main Location - General,1976-10-01,1976,10,4.5,8.5
196377,18.62,0.45,83.85,0.41,4.2,188,2814.06,4.2,Main Location,General,Main Location - General,1976-11-01,1976,11,4.5,8.5
100723,34.05,0.1,77.88,0.57,24.68,1065,2720.42,24.68,Main Location,General,Main Location - General,1976-12-01,1976,12,4.5,8.5
178087,7.85,0.3,111.47,0.05,5.32,2715,341.83,5.32,Main Location,General,Main Location - General,1977-01-01,1977,1,4.5,8.5
112094,23.49,0.21,134.22,0.76,22.91,2311,1861.08,22.91,Main Location,General,Main Location - General,1977-02-01,1977,2,4.5,8.5
150658,29.54,0.21,132.39,0.4,20.49,706,2714.25,20.49,Main Location,General,Main Location - General,1977-03-01,1977,3,4.5,8.5
56382,8.55,0.32,66.73,0.13,21.06,2997,2594.99,21.06,Main Location,General,Main Location - General,1977-04-01,1977,4,4.5,8.5
287277,39.53,0.2,129.73,0.55,3.56,24,1492.4,3.56,Main Location,General,Main Location - General,1977-05-01,1977,5,4.5,8.5
351931,48.04,0.0,193.61,0.4,3.81,2883,3047.23,3.81,Main Location,General,Main Location - General,1977-06-01,1977,6,4.5,8.5
275048,50.69,0.5,139.29,0.45,11.1,2757,785.45,11.1,Main Location,General,Main Location - General,1977-07-01,1977,7,4.5,8.5
161104,53.2,0.39,94.19,0.12,26.32,2777,1233.77,26.32,Main Location,General,Main Location - General,1977-08-01,1977,8,4.5,8.5
